order_id	order_date	store_name	pay_method	deliver_date	landed_days	planned_days	cust_id	cust_name	cust_type	city	province	region	product_id	product	category	subcategory	sales	amount	discount	profit	rate	return	satisfied	dt
CN-2021-101569	2021/8/16	定远店	信用卡	2021/8/21	5 	5	Cust-13930	邱芯	消费者	赤峰	内蒙古	华北	Prod-10000396	Stanley_钢笔_混合尺寸	办公类	美术	98.784	2	0.2	-4.94	-5.00%	0	0	2021
CN-2021-101545	2021/8/15	人民店	其它	2021/8/19	4 	4	Cust-10885	赵婵	消费者	汕尾	广东	中南	Prod-10003110	Bush_柜_传统	家具类	书架	2676.24	4	0	127.265	4.76%	0	0	2021
CN-2021-101547	2021/8/15	金寨店	微信	2021/8/19	4 	4	Cust-10750	沈彩	消费者	呼和浩特	内蒙古	华北	Prod-10002368	OIC_回形针_混合尺寸	办公类	系固件	277.2	5	0	12.95	4.67%	0	0	2021
CN-2021-101543	2021/8/15	庐江店	其它	2021/8/19	4 	4	Cust-10885	赵婵	消费者	汕尾	广东	中南	Prod-10003365	Enermax_计划信息表_优质	办公类	纸张	210	2	0	8.144	3.88%	0	0	2021
CN-2021-101540	2021/8/15	金寨店	其它	2021/8/19	4 	4	Cust-14380	郝惠	消费者	九江	江西	华东	Prod-10000753	Deflect-O_灯泡_一包多件	家具类	用具	1244.6	14	0	48.086	3.86%	0	0	2021
CN-2021-101539	2021/8/15	定远店	微信	2021/8/19	4 	4	Cust-14380	郝惠	消费者	九江	江西	华东	Prod-10004374	Smead_文件车_工业	办公类	收纳具	2405.76	4	0	92.435	3.84%	0	0	2021
CN-2021-101544	2021/8/15	人民店	其它	2021/8/19	4 	4	Cust-10885	赵婵	消费者	汕尾	广东	中南	Prod-10003535	Brother_个人复印机_彩色	技术类	复印机	673.54	1	0	22.37625	3.32%	0	0	2021
CN-2021-101541	2021/8/15	临泉店	信用卡	2021/8/19	4 	4	Cust-14380	郝惠	消费者	九江	江西	华东	Prod-10000869	Novimex_有色标签_耐用	办公类	标签	777.14	13	0	22.10125	2.84%	0	0	2021
CN-2021-101542	2021/8/15	临泉店	支付宝	2021/8/19	4 	4	Cust-14380	郝惠	消费者	九江	江西	华东	Prod-10001543	佳能_个人复印机_彩色	技术类	复印机	538.272	1	0.2	14.90875	2.77%	0	0	2021
CN-2021-101548	2021/8/15	海恒店	微信	2021/8/19	4 	6	Cust-10750	沈彩	消费者	呼和浩特	内蒙古	华北	Prod-10003629	SanDisk_键盘_可编程	技术类	配件	1936.2	5	0	44.182	2.28%	0	0	2021
CN-2021-101546	2021/8/15	长泰店	信用卡	2021/8/19	4 	4	Cust-10885	赵婵	消费者	汕尾	广东	中南	Prod-10003364	SanDisk_键盘_实惠	技术类	配件	2661.68	7	0	53.642	2.02%	0	0	2021
CN-2021-101549	2021/8/15	长泰店	其它	2021/8/21	6 	6	Cust-13150	郭刚	公司	焦作	河南	中南	Prod-10000170	Stockwell_图钉_混合尺寸	办公类	系固件	215.208	7	0.4	-2.12	-0.99%	0	0	2021
CN-2021-101534	2021/8/14	定远店	信用卡	2021/8/17	3 	3	Cust-14275	杨欢	公司	东莞	广东	中南	Prod-10004728	Enermax_记忆卡_可编程	技术类	配件	2704.1	5	0	116.48	4.31%	0	0	2021
CN-2021-101535	2021/8/14	燎原店	信用卡	2021/8/17	3 	3	Cust-14275	杨欢	公司	东莞	广东	中南	Prod-10000331	Advantus_门挡_一包多件	家具类	用具	1052.1	5	0	40.136	3.81%	0	0	2021
CN-2021-101537	2021/8/14	众兴店	其它	2021/8/19	5 	5	Cust-11935	庄丹	消费者	牙克石	内蒙古	华北	Prod-10002706	Eldon_盘_金属	办公类	收纳具	1536.64	7	0	45.498	2.96%	0	0	2021
CN-2021-101536	2021/8/14	庐江店	微信	2021/8/18	4 	4	Cust-10135	何安	小型企业	泰州	江苏	华东	Prod-10000562	惠普_传真复印机_数字化	技术类	复印机	1932.336	4	0.4	-62.7	-3.24%	0	0	2021
CN-2021-101538	2021/8/14	金寨店	信用卡	2021/8/19	5 	5	Cust-11935	庄丹	消费者	牙克石	内蒙古	华北	Prod-10000944	Stockwell_夹子_整包	办公类	系固件	107.688	2	0.4	-3.57	-3.32%	0	0	2021
CN-2021-101528	2021/8/13	长泰店	信用卡	2021/8/17	4 	6	Cust-17410	熊临耀	消费者	西安	陕西	西北	Prod-10001147	Avery_标签_回收	办公类	装订机	124.88	4	0	6.02	4.82%	0	0	2021
CN-2021-101525	2021/8/13	燎原店	微信	2021/8/14	1 	0	Cust-20185	苏升	消费者	椒江	浙江	华东	Prod-10003779	Enermax_键盘_可编程	技术类	配件	1189.44	3	0	53.125	4.47%	0	0	2021
CN-2021-101524	2021/8/13	金寨店	信用卡	2021/8/14	1 	1	Cust-17185	田良	消费者	原平	山西	华北	Prod-10001452	Breville_炉灶_银色	办公类	器具	10496.08	4	0	418.18	3.98%	0	0	2021
CN-2021-101526	2021/8/13	庐江店	其它	2021/8/17	4 	4	Cust-20110	贺升	消费者	临江	吉林	东北	Prod-10000654	Breville_搅拌机_黑色	办公类	器具	836.92	2	0	30.04	3.59%	0	0	2021
CN-2021-101531	2021/8/13	庐江店	信用卡	2021/8/18	5 	5	Cust-20455	卢淑芳	消费者	吉林市	吉林	东北	Prod-10003153	贝尔金_键区_耐用	技术类	配件	1352.4	5	0	48.194	3.56%	0	0	2021
CN-2021-101532	2021/8/13	人民店	信用卡	2021/8/18	5 	5	Cust-20455	卢淑芳	消费者	吉林市	吉林	东北	Prod-10001902	SAFCO_沙滩椅_黑色	家具类	椅子	877.52	4	0	29.006	3.31%	0	0	2021
CN-2021-101529	2021/8/13	临泉店	支付宝	2021/8/17	4 	4	Cust-20110	贺升	消费者	临江	吉林	东北	Prod-10003967	Eldon_相框_优质	家具类	用具	794.22	3	0	25.024	3.15%	0	0	2021
CN-2021-101523	2021/8/13	长泰店	其它	2021/8/14	1 	1	Cust-17185	田良	消费者	原平	山西	华北	Prod-10004263	Cameo_商业信封_银色	办公类	信封	180.6	2	0	5.21875	2.89%	0	0	2021
CN-2021-101527	2021/8/13	燎原店	信用卡	2021/8/17	4 	4	Cust-20110	贺升	消费者	临江	吉林	东北	Prod-10004354	Ames_外皮和封条_每套_50_个	办公类	信封	174.44	2	0	5.03875	2.89%	0	0	2021
CN-2021-101530	2021/8/13	燎原店	信用卡	2021/8/17	4 	4	Cust-19150	麦平	消费者	长沙	湖南	中南	Prod-10001258	Harbour_Creations_扶手椅_可调	家具类	椅子	11109	5	0	312.38	2.81%	0	0	2021
CN-2021-101533	2021/8/13	庐江店	信用卡	2021/8/19	6 	6	Cust-12445	曹冬露	消费者	邢台	河北	华北	Prod-10004961	Office_Star_椅垫_可调	家具类	椅子	956.34	5	0.4	24.5775	2.57%	0	0	2021
CN-2021-101515	2021/8/12	燎原店	其它	2021/8/15	3 	3	Cust-21460	庄伟	小型企业	郑州	河南	中南	Prod-10002541	Harbour_Creations_运输标签_可调	办公类	标签	305.76	7	0	14.93	4.88%	0	0	2021
CN-2021-101504	2021/8/12	临泉店	其它	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10002994	Office_Star_折叠椅_黑色	家具类	椅子	1249.92	3	0	59.865	4.79%	0	0	2021
CN-2021-101509	2021/8/12	人民店	支付宝	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10002246	Novimex_沙滩椅_每套两件	家具类	椅子	2024.82	9	0	96.565	4.77%	0	0	2021
CN-2021-101516	2021/8/12	定远店	支付宝	2021/8/15	3 	3	Cust-21460	庄伟	小型企业	郑州	河南	中南	Prod-10002569	Stanley_画布_金属	办公类	美术	378.784	2	0.2	17.57	4.64%	0	0	2021
CN-2021-101505	2021/8/12	临泉店	信用卡	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10000932	Rogers_文件夹_蓝色	办公类	收纳具	429.66	3	0	18.665	4.34%	0	0	2021
CN-2021-101503	2021/8/12	人民店	其它	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10002059	Tenex_搁板_工业	办公类	收纳具	1801.24	7	0	73.02	4.05%	0	0	2021
CN-2021-101502	2021/8/12	长泰店	微信	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10002670	Tenex_门挡_黑色	家具类	用具	409.64	2	0	16.49	4.03%	0	0	2021
CN-2021-101519	2021/8/12	众兴店	其它	2021/8/17	5 	5	Cust-16705	陈立	小型企业	三亚	海南	中南	Prod-10000800	Boston_记号笔_金属	办公类	美术	722.064	7	0.2	26.354	3.65%	0	0	2021
CN-2021-101507	2021/8/12	人民店	其它	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10001211	夏普_墨水_彩色	技术类	复印机	5873	10	0	198.875	3.39%	0	0	2021
CN-2021-101514	2021/8/12	众兴店	信用卡	2021/8/14	2 	2	Cust-15895	吕丽	公司	武汉	湖北	中南	Prod-10004864	Hewlett_传真机_红色	技术类	复印机	4453.68	3	0	148.57	3.34%	0	0	2021
CN-2021-101518	2021/8/12	人民店	其它	2021/8/17	5 	5	Cust-16705	陈立	小型企业	三亚	海南	中南	Prod-10002913	Office_Star_椅垫_每套两件	家具类	椅子	571.788	2	0.1	18.993	3.32%	0	0	2021
CN-2021-101522	2021/8/12	众兴店	支付宝	2021/8/18	6 	6	Cust-13840	徐虹	公司	广州	广东	中南	Prod-10004446	Jiffy_马尼拉纸信封_银色	办公类	信封	397.74	3	0	12.46	3.13%	0	0	2021
CN-2021-101510	2021/8/12	长泰店	信用卡	2021/8/14	2 	3	Cust-11020	余婵	公司	包头	内蒙古	华北	Prod-10003708	Eaton_计划信息表_每包_12_个	办公类	纸张	576.8	5	0	17.732	3.07%	0	0	2021
CN-2021-101512	2021/8/12	燎原店	信用卡	2021/8/14	2 	2	Cust-11020	余婵	公司	包头	内蒙古	华北	Prod-10002996	Cardinal_标签_透明	办公类	装订机	94.08	3	0	2.864	3.04%	0	0	2021
CN-2021-101511	2021/8/12	金寨店	微信	2021/8/14	2 	3	Cust-11020	余婵	公司	包头	内蒙古	华北	Prod-10000855	Fiskars_剪刀_钢	办公类	用品	421.12	4	0	12.29	2.92%	0	0	2021
CN-2021-101517	2021/8/12	人民店	信用卡	2021/8/16	4 	4	Cust-12250	杨德伟	公司	天津	天津	华北	Prod-10001271	摩托罗拉_耳机_整包	技术类	电话	745.08	2	0	20.66375	2.77%	0	0	2021
CN-2021-101521	2021/8/12	人民店	其它	2021/8/18	6 	6	Cust-13840	徐虹	公司	广州	广东	中南	Prod-10000715	Eaton_羊皮纸_多色	办公类	纸张	138.88	2	0	3.788	2.73%	0	0	2021
CN-2021-101506	2021/8/12	人民店	其它	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10000353	Stockwell_按钉_金属	办公类	系固件	131.6	2	0	3.52875	2.68%	0	0	2021
CN-2021-101508	2021/8/12	定远店	信用卡	2021/8/13	1 	1	Cust-12325	唐栋	小型企业	海林	黑龙江	东北	Prod-10003197	Safco_书库_白色	家具类	书架	12815.46	7	0	330.87	2.58%	0	0	2021
CN-2021-101520	2021/8/12	燎原店	支付宝	2021/8/17	5 	5	Cust-16705	陈立	小型企业	三亚	海南	中南	Prod-10001035	Boston_荧光笔_金属	办公类	美术	225.456	3	0.2	5.514	2.45%	0	0	2021
CN-2021-101513	2021/8/12	燎原店	微信	2021/8/14	2 	2	Cust-11020	余婵	公司	包头	内蒙古	华北	Prod-10001047	Smead_锁柜_蓝色	办公类	收纳具	1851.92	2	0	41.102	2.22%	0	0	2021
CN-2021-101500	2021/8/12	燎原店	支付宝	2021/8/12	0 	0	Cust-19975	彭绅	公司	长沙	湖南	中南	Prod-10001237	Bevis_培训桌_长方形	家具类	桌子	1862.28	3	0.6	-41.37	-2.22%	0	0	2021
CN-2021-101501	2021/8/12	金寨店	其它	2021/8/13	1 	1	Cust-12100	余德	小型企业	肇庆	广东	中南	Prod-10001098	Rubvermaid_分层置放架_黑色	家具类	用具	563.136	8	0.4	-30.46	-5.41%	0	0	2021
CN-2021-101498	2021/8/11	金寨店	信用卡	2021/8/11	0 	0	Cust-19735	巩荣	消费者	北京	北京	华北	Prod-10003204	Tenex_盒_单宽度	办公类	收纳具	462.84	6	0	25.95	5.61%	0	0	2021
CN-2021-101499	2021/8/11	燎原店	其它	2021/8/11	0 	0	Cust-19735	巩荣	消费者	北京	北京	华北	Prod-10002836	Avery_订书机_回收	办公类	装订机	1377.6	6	0	67.105	4.87%	0	0	2021
CN-2021-101497	2021/8/11	定远店	微信	2021/8/11	0 	0	Cust-19735	巩荣	消费者	北京	北京	华北	Prod-10004944	Cameo_外皮和封条_回收	办公类	信封	554.4	6	0	19.30375	3.48%	0	0	2021
CN-2021-101494	2021/8/10	临泉店	其它	2021/8/14	4 	6	Cust-13255	韩莞颖	小型企业	宁波	浙江	华东	Prod-10002118	Kraft_局间信封_红色	办公类	信封	470.96	2	0	20.885	4.43%	0	0	2021
CN-2021-101495	2021/8/10	金寨店	信用卡	2021/8/14	4 	4	Cust-13255	韩莞颖	小型企业	宁波	浙江	华东	Prod-10002162	Hon_摇椅_可调	家具类	椅子	4969.44	8	0	180.11	3.62%	0	0	2021
CN-2021-101496	2021/8/10	众兴店	信用卡	2021/8/17	7 	6	Cust-16045	林磊	小型企业	北京	北京	华北	Prod-10004747	Eldon_文件夹_单宽度	办公类	收纳具	714.42	9	0	21.0575	2.95%	0	0	2021
CN-2021-101489	2021/8/10	燎原店	信用卡	2021/8/10	0 	0	Cust-13525	麦虢	公司	钟祥	湖北	中南	Prod-10000222	Ames_商业信封_回收	办公类	信封	125.44	2	0	3.044	2.43%	0	0	2021
CN-2021-101493	2021/8/10	金寨店	其它	2021/8/14	4 	4	Cust-13255	韩莞颖	小型企业	宁波	浙江	华东	Prod-10003797	Acme_尺子_蓝色	办公类	用品	389.9	5	0	8.386	2.15%	0	0	2021
CN-2021-101492	2021/8/10	燎原店	信用卡	2021/8/12	2 	2	Cust-14545	陈健	公司	淡水	广东	中南	Prod-10002032	苹果_耳机_蓝色	技术类	电话	410.256	2	0.4	-9.01	-2.20%	0	0	2021
CN-2021-101490	2021/8/10	海恒店	信用卡	2021/8/10	0 	0	Cust-13525	麦虢	公司	钟祥	湖北	中南	Prod-10004607	Deflect-O_框架_一包多件	家具类	用具	616.56	2	0.4	-19.935	-3.23%	0	0	2021
CN-2021-101491	2021/8/10	金寨店	信用卡	2021/8/10	0 	0	Cust-13525	麦虢	公司	钟祥	湖北	中南	Prod-10001437	诺基亚_信号增强器_全尺寸	技术类	电话	771.624	2	0.4	-39.18	-5.08%	0	0	2021
CN-2021-101484	2021/8/9	庐江店	微信	2021/8/14	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10001292	Smead_文件夹标签_白色	办公类	标签	82.88	2	0	3.72	4.49%	0	0	2021
CN-2021-101481	2021/8/9	定远店	其它	2021/8/14	5 	5	Cust-20410	严盛	消费者	百色	广西	中南	Prod-10000076	Eldon_锁柜_工业	办公类	收纳具	3703.28	4	0	155.69	4.20%	0	0	2021
CN-2021-101480	2021/8/9	临泉店	微信	2021/8/13	4 	4	Cust-13315	陶莞颖	公司	天津	天津	华北	Prod-10000576	Chromcraft_圆桌_白色	家具类	桌子	11497.605	7	0.25	394.23	3.43%	0	0	2021
CN-2021-101485	2021/8/9	临泉店	信用卡	2021/8/14	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10004673	Smead_盒_蓝色	办公类	收纳具	100.52	2	0	2.59	2.58%	0	0	2021
CN-2021-101486	2021/8/9	海恒店	微信	2021/8/14	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10001659	Harbour_Creations_圆形标签_可调	办公类	标签	43.4	2	0	0.53	1.22%	0	0	2021
CN-2021-101488	2021/8/9	众兴店	信用卡	2021/8/15	6 	6	Cust-14770	邵杰	小型企业	太原	山西	华北	Prod-10000191	佳能_无线传真机_数字化	技术类	复印机	3177.72	3	0.4	-46.17	-1.45%	0	0	2021
CN-2021-101479	2021/8/9	众兴店	支付宝	2021/8/10	1 	1	Cust-17995	李蔓楚	小型企业	文登	山东	华东	Prod-10001455	Sanford_速写本_金属	办公类	美术	43.624	1	0.8	-0.827	-1.90%	0	0	2021
CN-2021-101482	2021/8/9	人民店	微信	2021/8/14	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10003410	Hon_沙滩椅_红色	家具类	椅子	252.84	2	0.4	-8.25	-3.26%	0	0	2021
CN-2021-101487	2021/8/9	众兴店	信用卡	2021/8/14	5 	5	Cust-10750	沈彩	消费者	呼和浩特	内蒙古	华北	Prod-10001160	Advantus_订书钉_混合尺寸	办公类	系固件	69.804	3	0.4	-2.545	-3.65%	0	0	2021
CN-2021-101483	2021/8/9	金寨店	支付宝	2021/8/14	5 	5	Cust-20335	邢盛	消费者	天津	天津	华北	Prod-10000196	罗技_闪存驱动器_可编程	技术类	配件	179.256	2	0.4	-10.39	-5.80%	0	0	2021
CN-2021-101471	2021/8/8	众兴店	其它	2021/8/12	4 	4	Cust-14815	武杰	小型企业	阳江	广东	中南	Prod-10004747	Eldon_文件夹_单宽度	办公类	收纳具	396.9	5	0	23.19	5.84%	0	0	2021
CN-2021-101477	2021/8/8	长泰店	支付宝	2021/8/13	5 	5	Cust-21220	苏涛	消费者	本溪	辽宁	东北	Prod-10004589	Avery_孔加固材料_耐用	办公类	装订机	55.16	2	0	2.87	5.20%	0	0	2021
CN-2021-101474	2021/8/8	海恒店	微信	2021/8/12	4 	6	Cust-11740	严聪	消费者	湛江	广东	中南	Prod-10004059	Novimex_扶手椅_每套两件	家具类	椅子	6442.8	3	0	325.21	5.05%	0	0	2021
CN-2021-101464	2021/8/8	众兴店	微信	2021/8/10	2 	1	Cust-17740	封乐	消费者	北海	广西	中南	Prod-10004453	Acco_订书机_透明	办公类	装订机	2123.1	9	0	107.07	5.04%	0	0	2021
CN-2021-101476	2021/8/8	金寨店	其它	2021/8/13	5 	5	Cust-21220	苏涛	消费者	本溪	辽宁	东北	Prod-10003759	Hewlett_复印机_红色	技术类	复印机	3666.18	3	0	184.66	5.04%	0	0	2021
CN-2021-101470	2021/8/8	庐江店	微信	2021/8/12	4 	4	Cust-11740	严聪	消费者	湛江	广东	中南	Prod-10001343	松下_喷墨打印机_白色	技术类	设备	2898	2	0	126.46	4.36%	0	0	2021
CN-2021-101467	2021/8/8	长泰店	微信	2021/8/12	4 	4	Cust-14725	韩杰	消费者	深圳	广东	中南	Prod-10001642	贝尔金_键盘_回收	技术类	配件	1524.88	4	0	55.786	3.66%	0	0	2021
CN-2021-101463	2021/8/8	燎原店	其它	2021/8/8	0 	0	Cust-21790	彭雯	消费者	齐齐哈尔	黑龙江	东北	Prod-10002908	佳能_复印机_数字化	技术类	复印机	2443.28	2	0	85.52	3.50%	0	0	2021
CN-2021-101466	2021/8/8	庐江店	信用卡	2021/8/12	4 	4	Cust-14815	武杰	小型企业	阳江	广东	中南	Prod-10000613	Hamilton_Beach_搅拌机_黑色	办公类	器具	1644.3	5	0	57.348	3.49%	0	0	2021
CN-2021-101472	2021/8/8	临泉店	微信	2021/8/12	4 	4	Cust-15010	肖菊	公司	沈阳	辽宁	东北	Prod-10002670	Tenex_门挡_黑色	家具类	用具	983.136	8	0.4	32.752	3.33%	0	0	2021
CN-2021-101468	2021/8/8	临泉店	其它	2021/8/12	4 	4	Cust-14725	韩杰	消费者	深圳	广东	中南	Prod-10003933	OIC_图钉_每包_12_个	办公类	系固件	441	7	0	14.655	3.32%	0	0	2021
CN-2021-101478	2021/8/8	长泰店	微信	2021/8/13	5 	5	Cust-15370	洪康	消费者	泰州	江苏	华东	Prod-10003269	Wilson_Jones_标签_透明	办公类	装订机	82.74	3	0	2.71	3.28%	0	0	2021
CN-2021-101465	2021/8/8	燎原店	信用卡	2021/8/12	4 	4	Cust-14815	武杰	小型企业	阳江	广东	中南	Prod-10003721	Stockwell_图钉_整包	办公类	系固件	245.28	4	0	7.942	3.24%	0	0	2021
CN-2021-101469	2021/8/8	人民店	信用卡	2021/8/12	4 	6	Cust-14725	韩杰	消费者	深圳	广东	中南	Prod-10002271	Binney_&_Smith_荧光笔_金属	办公类	美术	749.7	9	0	20.276	2.70%	0	0	2021
CN-2021-101473	2021/8/8	长泰店	其它	2021/8/12	4 	4	Cust-14725	韩杰	消费者	深圳	广东	中南	Prod-10003254	宜家_墙角架_金属	家具类	书架	1143.52	2	0	29.06875	2.54%	0	0	2021
CN-2021-101475	2021/8/8	燎原店	支付宝	2021/8/12	4 	4	Cust-11740	严聪	消费者	湛江	广东	中南	Prod-10002993	Acco_打孔机_透明	办公类	装订机	690.2	5	0	15.628	2.26%	0	0	2021
CN-2021-101447	2021/8/7	燎原店	信用卡	2021/8/8	1 	1	Cust-20920	殷宣	消费者	西宁	青海	西北	Prod-10004820	Hon_有色标签_白色	办公类	标签	239.12	4	0	11.48	4.80%	0	0	2021
CN-2021-101454	2021/8/7	临泉店	信用卡	2021/8/10	3 	1	Cust-11260	金诚	消费者	济宁	山东	华东	Prod-10001602	Hoover_微波炉_银色	办公类	器具	4331.46	3	0	170.93	3.95%	0	0	2021
CN-2021-101449	2021/8/7	众兴店	信用卡	2021/8/9	2 	2	Cust-15025	雷菊	消费者	深圳	广东	中南	Prod-10002029	Smead_盘_工业	办公类	收纳具	913.92	4	0	35.698	3.91%	0	0	2021
CN-2021-101455	2021/8/7	长泰店	支付宝	2021/8/11	4 	4	Cust-10645	夏彩	消费者	信阳	河南	中南	Prod-10001691	Eldon_灯泡_优质	家具类	用具	778.12	7	0	30.208	3.88%	0	0	2021
CN-2021-101459	2021/8/7	长泰店	其它	2021/8/12	5 	5	Cust-14080	洪华	公司	银川	宁夏	西北	Prod-10000127	Acco_标签_透明	办公类	装订机	112.56	3	0	4.285	3.81%	0	0	2021
CN-2021-101462	2021/8/7	众兴店	信用卡	2021/8/13	6 	6	Cust-13135	范刚	消费者	朝阳	吉林	东北	Prod-10000138	贝尔金_鼠标_可编程	技术类	配件	787.92	4	0	29.734	3.77%	0	0	2021
CN-2021-101456	2021/8/7	人民店	信用卡	2021/8/12	5 	5	Cust-14080	洪华	公司	银川	宁夏	西北	Prod-10003561	松下_收据打印机_白色	技术类	设备	556.78	1	0	19.731	3.54%	0	0	2021
CN-2021-101460	2021/8/7	金寨店	微信	2021/8/12	5 	5	Cust-14080	洪华	公司	银川	宁夏	西北	Prod-10003040	Tenex_锁柜_工业	办公类	收纳具	2864.82	3	0	99.86	3.49%	0	0	2021
CN-2021-101451	2021/8/7	长泰店	其它	2021/8/10	3 	1	Cust-11260	金诚	消费者	济宁	山东	华东	Prod-10002967	Sauder_古典书架_白色	家具类	书架	10231.9	5	0	353.22	3.45%	0	0	2021
CN-2021-101461	2021/8/7	庐江店	其它	2021/8/13	6 	6	Cust-13135	范刚	消费者	朝阳	吉林	东北	Prod-10003404	Hamilton_Beach_咖啡研磨机_黑色	办公类	器具	785.68	4	0	22.662	2.88%	0	0	2021
CN-2021-101448	2021/8/7	海恒店	信用卡	2021/8/9	2 	2	Cust-15025	雷菊	消费者	深圳	广东	中南	Prod-10001285	Stockwell_订书钉_整包	办公类	系固件	90.72	3	0.4	2.34	2.58%	0	0	2021
CN-2021-101453	2021/8/7	海恒店	其它	2021/8/10	3 	1	Cust-11260	金诚	消费者	济宁	山东	华东	Prod-10001132	Hon_椅垫_黑色	家具类	椅子	991.2	4	0	22.148	2.23%	0	0	2021
CN-2021-101452	2021/8/7	庐江店	信用卡	2021/8/10	3 	1	Cust-11260	金诚	消费者	济宁	山东	华东	Prod-10000083	Smead_盒_工业	办公类	收纳具	210	4	0	4.654	2.22%	0	0	2021
CN-2021-101458	2021/8/7	定远店	支付宝	2021/8/12	5 	5	Cust-14275	杨欢	公司	东莞	广东	中南	Prod-10003387	Advantus_回形针_金属	办公类	系固件	118.188	3	0.4	-1.689	-1.43%	0	0	2021
CN-2021-101446	2021/8/7	长泰店	信用卡	2021/8/8	1 	1	Cust-20920	殷宣	消费者	西宁	青海	西北	Prod-10004534	Office_Star_扶手椅_黑色	家具类	椅子	3906	3	0.4	-66.85	-1.71%	0	0	2021
CN-2021-101457	2021/8/7	庐江店	信用卡	2021/8/12	5 	5	Cust-14275	杨欢	公司	东莞	广东	中南	Prod-10004262	Advantus_回形针_混合尺寸	办公类	系固件	63.84	2	0.4	-2.235	-3.50%	0	0	2021
CN-2021-101450	2021/8/7	人民店	支付宝	2021/8/9	2 	2	Cust-15025	雷菊	消费者	深圳	广东	中南	Prod-10004500	罗技_键盘_实惠	技术类	配件	608.58	3	0.4	-35.08	-5.76%	0	0	2021
CN-2021-101440	2021/8/6	金寨店	支付宝	2021/8/12	6 	6	Cust-19870	廖珊	小型企业	黎城	江苏	华东	Prod-10000602	Fiskars_修剪器_蓝色	办公类	用品	355.32	3	0.4	16.27	4.58%	0	0	2021
CN-2021-101439	2021/8/6	庐江店	其它	2021/8/11	5 	5	Cust-12640	曾辉	消费者	沈阳	辽宁	东北	Prod-10004563	Office_Star_沙滩椅_可调	家具类	椅子	540.68	2	0	21.008	3.89%	0	0	2021
CN-2021-101443	2021/8/6	定远店	其它	2021/8/12	6 	6	Cust-15025	雷菊	消费者	深圳	广东	中南	Prod-10000427	Hoover_咖啡研磨机_黑色	办公类	器具	636.72	2	0	23.44125	3.68%	0	0	2021
CN-2021-101444	2021/8/6	临泉店	微信	2021/8/12	6 	6	Cust-19870	廖珊	小型企业	黎城	江苏	华东	Prod-10004714	Smead_盒_单宽度	办公类	收纳具	453.6	9	0	16.405	3.62%	0	0	2021
CN-2021-101436	2021/8/6	燎原店	支付宝	2021/8/10	4 	4	Cust-14305	常惠英	消费者	吉林市	吉林	东北	Prod-10000068	Stockwell_夹子_混合尺寸	办公类	系固件	152.04	2	0	5.452	3.59%	0	0	2021
CN-2021-101435	2021/8/6	临泉店	信用卡	2021/8/10	4 	6	Cust-14305	常惠英	消费者	吉林市	吉林	东北	Prod-10004812	Binney_&_Smith_铅笔刀_蓝色	办公类	美术	298.704	3	0.2	9.896	3.31%	0	0	2021
CN-2021-101434	2021/8/6	人民店	微信	2021/8/10	4 	4	Cust-14305	常惠英	消费者	吉林市	吉林	东北	Prod-10003917	Tenex_闹钟_一包多件	家具类	用具	939.12	4	0	30.362	3.23%	0	0	2021
CN-2021-101438	2021/8/6	海恒店	其它	2021/8/11	5 	5	Cust-12640	曾辉	消费者	沈阳	辽宁	东北	Prod-10000838	Avery_运输标签_耐用	办公类	标签	228.48	4	0	6.706	2.94%	0	0	2021
CN-2021-101437	2021/8/6	临泉店	微信	2021/8/11	5 	5	Cust-12640	曾辉	消费者	沈阳	辽宁	东北	Prod-10002387	宜家_柜_黑色	家具类	书架	1342.04	2	0	33.596	2.50%	0	0	2021
CN-2021-101445	2021/8/6	海恒店	其它	2021/8/12	6 	6	Cust-19870	廖珊	小型企业	黎城	江苏	华东	Prod-10000069	Novimex_文件夹标签_红色	办公类	标签	37.66	1	0	0.78	2.07%	0	0	2021
CN-2021-101442	2021/8/6	燎原店	其它	2021/8/12	6 	6	Cust-19870	廖珊	小型企业	黎城	江苏	华东	Prod-10000736	KitchenAid_冰箱_红色	办公类	器具	5912.928	4	0.4	-8.29	-0.14%	0	0	2021
CN-2021-101441	2021/8/6	海恒店	信用卡	2021/8/12	6 	6	Cust-19870	廖珊	小型企业	黎城	江苏	华东	Prod-10000322	Ibico_标签_透明	办公类	装订机	46.872	2	0.4	-0.832	-1.78%	0	0	2021
